Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Skate, thornback",636,,,791,,,,,
"",$477,,,$593,,,,,
"Skate, unspecified","1,413,949","175,944","8,452","55,750","104,700","45,585","2,309","24,460",
"","$277,665","$31,166","$2,321","$18,619","$39,592","$8,298","$1,445","$6,255",
"Smelt, night","393,717","5,783",,,2,,,,
"","$105,016","$1,648",,,$2,,,,
"Smelt, surf","94,122",10,,"9,084",6,,,175,
"","$25,544",$4,,"$5,090",$2,,,$44,
"Smelts, true",,,,219,,,,,
"",,,,$153,,,,,
"Sole, butter",6,,,,,,,,
"",$2,,,,,,,,
"Sole, Dover","3,847,278","1,134,751","321,683","409,248","852,378","1,334,262",404,718,
"","$1,334,024","$376,733","$96,497","$116,956","$267,312","$478,553",$425,$292,
"Sole, English","437,217","144,983","50,807","153,564","141,648","12,162",146,,
"","$157,496","$52,215","$18,879","$54,400","$55,647","$5,072",$132,,
"Sole, fantail",,,,"1,224",425,240,,,
"",,,,$888,$276,$234,,,
"Sole, petrale","452,131","179,686","54,728","123,294","168,013","59,849","4,332",90,
"","$384,992","$169,335","$58,580","$122,648","$192,391","$63,081","$4,638",$178,
"Sole, rex","267,611","109,787","17,630","37,505","104,415","99,655",22,"1,535",
"","$99,052","$40,577","$6,481","$13,586","$41,240","$40,686",$13,$725,
"Sole, rock",2,"2,516",776,"17,700",512,,,,
"",$1,$943,$280,"$8,233",$197,,,,
"Sole, sand","33,947",11,896,"38,826","3,009",565,,,
"","$24,445",$8,$555,"$31,951","$1,231",$402,,,
"Sole, slender",,,,,6,,,,
"",,,,,$5,,,,
"Sole, tongue",,,,,,,,17,
"",,,,,,,,$43,
"Sole, unspecified",,,273,768,779,"1,727","10,309","36,830",2
"",,,$276,$363,$834,"$1,519","$8,072","$18,799",$1
Table 5l (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Stickleback, threespine",,,,61,,,,,
"",,,,"$1,534",,,,,
Stingray,,,,,,,,545,
"",,,,,,,,$136,
"Surfperch, barred",,,,500,,"33,911",,,
"",,,,"$3,000",,"$57,854",,,
"Surfperch, black",,,,,,,,15,
"",,,,,,,,$53,
"Surfperch, pile",60,,,,,2,,,
"",$60,,,,,$1,,,
"Surfperch, rainbow",,,,,,,8,,
"",,,,,,,$4,,
"Surfperch, redtail","25,139",110,,,3,,,,
"","$27,577",$140,,,$3,,,,
"Surfperch, rubberlip",,,,3,,,4,35,
"",,,,$9,,,$4,$97,
"Surfperch, shiner",,,,,,2,11,,
"",,,,,,$1,$8,,
"Surfperch, unspecified","1,367",6,610,"1,917",96,"9,209",121,586,
"","$1,424",$8,$822,"$3,735",$213,"$16,619",$174,$665,
"Surfperch, walleye",,,,15,,3,,,
"",,,,$19,,$3,,,
Swordfish,"141,695","7,718","6,604","285,848","335,978","120,971","182,946","490,631","491,511"
"","$370,067","$18,952","$26,344","$737,255","$915,135","$276,734","$455,562","$1,331,235","$1,521,229"
"Thornyhead, longspine","1,471,950","391,816","100,109","108,828","364,788","462,847","5,351","4,076","14,907"
"","$958,556","$277,429","$56,112","$62,112","$279,018","$308,490","$6,264","$2,774","$44,583"
"Thornyhead, shortspine","532,503","204,845","41,845","43,375","146,273","207,992","4,975","10,565","38,621"
"","$486,980","$203,838","$39,205","$46,038","$134,572","$139,424","$6,353","$9,653","$103,369"
Thornyheads (unspecified),,133,"14,098","3,609","23,497",192,"11,797","38,741","15,744"
"",,$119,"$9,152","$2,543","$24,621",$136,"$15,947","$92,564","$22,963"
"Tomcod, Pacific","6,416",,,,,,,30,187
"",$962,,,,,,,$90,$234
"Trawled fish, unspecified",,,,,,,,45,
"",,,,,,,,$27,
"Tuna, albacore","459,167","32,388","84,067","142,796","297,215","144,356","39,613","3,969,029","146,919"
"","$314,973","$31,596","$113,163","$127,574","$189,037","$120,086","$37,945","$2,296,573","$116,822"
"Tuna, bigeye",,,,"24,089","10,696",,"26,321","35,045","4,225"
"",,,,"$65,625","$32,431",,"$75,481","$91,492","$6,902"
Table 5l (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Tuna, bluefin","11,515",230,133,"16,230","27,439","6,593","14,581","4,139,314","66,432"
"","$29,227",$575,$156,"$42,728","$61,373","$11,582","$59,361","$2,463,799","$183,425"
"Tuna, skipjack",67,"1,043",,"2,913","1,950","2,945","76,407","12,140,507","388,674"
"",$27,"$1,043",,$953,$478,"$2,236","$38,203","$5,016,286","$170,835"
"Tuna, skipjack, black",,,,,,,,"400,909","108,453"
"",,,,,,,,"$119,300","$32,276"
"Tuna, unspecified",,,,"16,308","1,087",124,317,926,"5,070"
"",,,,"$49,114","$1,720",$109,$669,"$2,603","$7,471"
"Tuna, yellowfin",211,,,"1,108","4,680",478,821,"10,750,277","1,978,589"
"",$96,,,"$3,420","$3,374",$906,"$1,826","$4,890,973","$878,625"
Turbot,"5,104",34,72,"6,245",17,1,,,
"","$1,861",$12,$26,"$2,236",$6,$1,,,
"Turbot, curlfin",,,,,,,,30,
"",,,,,,,,$30,
"Turbot, hornyhead",,,34,,,,,,
"",,,$12,,,,,,
Wahoo,,,,,88,,978,"17,733",189
"",,,,,$176,,"$2,810","$12,748",$556
"Whitefish, ocean",,,,,5,29,"13,913","3,915","5,996"
"",,,,,$2,$64,"$21,936","$3,682","$3,531"
"Whiting, Pacific","12,614,230",119,,,"2,025",,550,986,9
"","$392,091",$12,,,$63,,$710,"$1,340",$0.3
Yellowtail,,,,306,,,"10,774","204,278","29,500"
"",,,,$207,,,"$13,585","$201,341","$34,260"
Zebraperch,,,,,,,,40,
"",,,,,,,,$40,
"",,,,,,,,,
Rockfish:,,,,,,,,,
"Rockfish, aurora",,,,,,,4,,
"",,,,,,,$3,,
"Rockfish, bank",200,,"65,001","59,480","19,982","303,489",532,84,"2,709"
"",$120,,"$29,129","$26,574","$8,409","$140,450",$269,$50,"$2,118"
"Rockfish, black","132,567","14,881","7,452","32,353",774,191,3,,420
"","$70,442","$9,301","$3,562","$19,136","$1,889",$68,$7,,$396
"Rockfish, black-and-yellow",,815,1,96,,6,,"1,144",
"",,"$3,300",$5,$256,,$11,,"$1,888",
Table 5l (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, blackgill",144,566,"2,079","16,727","44,803","81,517","178,240","19,784","4,690"
"",$72,$357,"$1,029","$7,553","$26,885","$33,961","$142,899","$20,802","$5,288"
"Rockfish, blue","39,057","8,016","1,885","30,619","9,922","2,182",525,10,
"","$20,077","$6,207","$1,268","$21,530","$6,765","$1,015",$836,$10,
"Rockfish, bocaccio","34,806","25,324","43,115","50,039","68,146","47,179","8,826","17,067","3,886"
"","$14,473","$10,242","$23,511","$22,867","$31,743","$20,534","$5,423","$17,206","$3,333"
"Rockfish, bronzespotted",,,,,75,15,46,,
"",,,,,$30,$85,$35,,
"Rockfish, brown","3,623","1,287","5,683","2,019",162,,239,,
"","$5,582","$2,392","$2,572","$1,512",$65,,$367,,
"Rockfish, canary","199,881","123,823","47,715","21,887","5,405",62,103,,614
"","$107,517","$73,774","$32,511","$21,345","$4,189",$69,$412,,$268
"Rockfish, chameleon",,,,,,,,,18
"",,,,,,,,,$14
"Rockfish, chilipepper","1,852","14,061","411,247","710,459","553,154","353,652","2,380","3,868","1,674"
"","$1,037","$6,148","$195,733","$295,330","$246,193","$168,410","$2,190","$3,895","$1,601"
"Rockfish, China","4,662","11,724","1,433","3,019",985,7,8,,
"","$10,505","$38,875","$2,880","$7,313","$2,078",$29,$32,,
"Rockfish, copper","9,330","26,388","4,788","9,321","1,415",595,"12,956","1,356",
"","$9,768","$28,424","$5,551","$17,338","$2,310","$1,081","$17,585","$2,220",
"Rockfish, copper (whitebelly)",,,10,,,,,,
"",,,$10,,,,,,
"Rockfish, cowcod",47,,29,"1,047",751,"2,865","4,465","13,817","2,749"
"",$20,,$12,$445,$357,"$2,455","$5,284","$21,925","$4,657"
"Rockfish, darkblotched","7,994",,201,8,,,,,
"",$255,,$80,$3,,,,,
"Rockfish, flag",,,,25,2,1,,142,
"",,,,$10,$1,$0.4,,$60,
"Rockfish, gopher",15,"5,243","2,392","6,777","1,490","1,455","5,698",408,
"",$25,"$20,457","$5,482","$15,816","$3,722","$4,316","$15,939",$538,
"Rockfish, grass","4,616","5,443","4,015","2,806","9,066","52,293","13,959",,
"","$20,530","$25,190","$16,091","$9,052","$42,824","$259,403","$73,623",,
"Rockfish, greenblotched",,,,,7,,2,,10
"",,,,,$4,,$1,,$5
"Rockfish, greenspotted",113,"13,147",,"12,405","1,164",179,2,,151
"",$59,"$10,146",,"$7,495","$1,454",$120,$1,,$189
"Rockfish, greenstriped",2,,107,473,26,,,"6,705",4
"",$1,,$43,$340,$20,,,"$5,029",$3
Table 5l (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, group black/blue",130,,,"2,565",,,,,
"",$130,,,"$1,284",,,,,
"Rockfish, group bolina",15,590,"33,394","76,294","1,181","13,981",344,,
"",$27,$835,"$53,532","$173,612","$2,146","$32,291",$974,,
"Rockfish, group deepwater reds",379,,,,,,,,
"",$178,,,,,,,,
"Rockfish, group gopher",18,"3,031","3,822","10,474","43,574","71,341","2,937",,
"",$16,"$11,749","$11,521","$10,528","$150,906","$166,834","$8,249",,
"Rockfish, group red","121,392","19,969","55,993","146,454","33,884","87,462","174,193","65,341","5,916"
"","$48,345","$9,938","$41,082","$74,411","$25,723","$111,972","$237,500","$110,349","$7,521"
"Rockfish, group rosefish",,"446,449","21,666","589,436","1,382,018","322,541","1,678",,
"",,"$115,414","$9,456","$154,800","$318,158","$71,936",$671,,
"Rockfish, group small","627,009","421,328","84,167","72,671","20,135","9,345",135,389,
"","$164,804","$121,012","$26,073","$25,734","$8,790","$4,909",$253,$633,
"Rockfish, kelp",,48,32,602,581,391,,,
"",,$122,$119,$757,$569,$835,,,
"Rockfish, olive",,49,,,345,8,858,,
"",,$52,,,$347,$4,"$4,289",,
"Rockfish, pinkrose",,48,"3,709",,,,,,
"",,$21,"$1,669",,,,,,
"Rockfish, quillback","4,505","4,880",193,"16,568",,,,,
"","$6,797","$7,900",$254,"$33,112",,,,,
"Rockfish, redbanded",116,12,,,232,,,87,
"",$129,$5,,,$50,,,$175,
"Rockfish, rosethorn",136,"5,046",62,35,,,28,,
"",$65,"$1,750",$109,$18,,,$98,,
"Rockfish, rosy",8,,"2,775","5,173",,,604,,
"",$3,,"$2,458","$1,345",,,$242,,
"Rockfish, shortbelly","10,051",,,,"5,037",,,,
"","$1,073",,,,$703,,,,
"Rockfish, speckled",,,392,,,,,"1,055",
"",,,$274,,,,,$712,
"Rockfish, splitnose","33,938",,"2,064","46,819","6,755",,,,9
"","$1,025",,$471,"$12,549","$1,756",,,,$7
"Rockfish, starry",,,10,,3,,"2,530",865,74
"",,,$23,,$4,,"$2,859","$1,255",$74
"Rockfish, treefish",,,,2,2,112,108,7,
"",,,,$12,$6,$485,$579,$15,
Table 5l (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, unspecified","634,961","1,024,855","396,953","275,897","239,920","242,918","76,035","89,021","39,211"
"","$256,952","$420,475","$187,338","$133,292","$164,858","$142,949","$91,195","$110,550","$38,922"
"Rockfish, vermilion","3,377","9,922","1,044","2,698","3,345",34,422,"1,817",
"","$3,081","$9,664","$1,068","$3,441","$4,808",$19,$764,"$3,627",
"Rockfish, widow","888,439","385,266","318,405","158,151","150,357","234,897",493,"4,143",
"","$356,330","$154,523","$140,373","$69,161","$57,760","$105,240",$394,"$6,782",
"Rockfish, yelloweye","12,265","19,163","3,906","2,065",679,69,,55,
"","$16,845","$26,006","$4,675","$2,323",$912,$35,,$55,
"Rockfish, yellowtail","290,021","118,929","220,389","83,966","22,320","18,058",932,482,
"","$124,793","$59,243","$124,058","$60,658","$16,736","$9,377","$1,110",$296,
"",,,,,,,,,
Crustaceans:,,,,,,,,,
"Crab, box",,,"1,161","1,352",70,"1,303","1,566",40,184
"",,,$698,$276,$56,"$1,305","$2,152",$50,$184
"Crab, brown rock",,,,,,,411,80,
"",,,,,,,$411,$80,
"Crab, claws",,,,,,,"3,823","1,624",
"",,,,,,,"$3,761","$1,613",
"Crab, Dungeness","7,399,290","557,950","1,268,614","1,395,044","52,702","18,625",266,603,
"","$12,148,123","$1,087,821","$3,102,898","$3,402,550","$135,542","$59,687",$758,"$1,373",
"Crab, king",,,,,,,167,62,
"",,,,,,,$388,$68,
"Crab, red rock",,,43,,,"12,745","14,811",27,
"",,,$34,,,"$14,973","$16,527",$27,
"Crab, rock unspecified","7,531",,"9,105","72,600","18,570","204,555","743,079","104,369","80,097"
"","$9,144",,"$15,555","$73,957","$26,022","$231,064","$872,067","$136,848","$82,341"
"Crab, sand",,,,,,,,3,
"",,,,,,,,$34,
"Crab, shore",,,,,,,12,,
"",,,,,,,$12,,
"Crab, spider",,,,,,"1,011","52,813","38,603","7,369"
"",,,,,,$783,"$44,853","$36,666","$3,733"
"Crab, yellow rock",,,,,,,"10,578",,"1,817"
"",,,,,,,"$11,985",,"$1,817"
"Crustacean, unspecified",,,,,3,230,,12,
"",,,,,$3,$59,,$120,
Table 5l (continued) Crustaceans:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Lobster, California spiny",,,25,,,,"216,717","242,600","195,168"
"",,,$150,,,,"$1,453,991","$1,582,396","$1,082,173"
"Prawn, golden",,,,,,13,,,
"",,,,,,$26,,,
"Prawn, ridgeback",,,,,,"1,932","427,563","6,346",
"",,,,,,"$3,119","$752,480","$11,584",
"Prawn, spot","3,101","1,602","19,529","96,954","85,242","207,437","244,289","102,025","28,722"
"","$18,162","$9,643","$132,619","$615,839","$586,068","$1,397,688","$1,656,238","$751,041","$170,150"
"Shrimp, bay",,,"4,298","85,050",,,,,
"",,,"$25,588","$334,980",,,,,
"Shrimp, brine",,,,"1,138,635",,,,,
"",,,,"$865,362",,,,,
"Shrimp, coonstriped","63,809",,,,,,,,
"","$256,888",,,,,,,,
"Shrimp, ghost",,,,,,,,,"1,957"
"",,,,,,,,,"$27,898"
"Shrimp, Pacific Ocean","1,393,292","36,439","9,748",,"37,782","364,577","1,408",,
"","$676,386","$24,979","$6,885",,"$24,493","$250,525","$1,898",,
"Shrimp, red rock",,,,,,,,78,
"",,,,,,,,"$1,636",
"Shrimp, unspecified",,,,,,52,,253,
"",,,,,,$309,,$288,
"",,,,,,,,,
Echinoderms:,,,,,,,,,
"Echinoderm, unspecified",,,,,,,,316,
"",,,,,,,,"$1,520",
"Sea cucumber, unspecified",,195,,,,,"553,265","203,195","13,198"
"",,$195,,,,,"$308,925","$142,895","$6,207"
Sea stars,,,,,,,,264,346
"",,,,,,,,$673,$882
"Urchin, purple sea",,560,1,655,,,"5,405","16,173",535
"",,$290,$1,$818,,,"$3,378","$23,917","$1,070"
"Urchin, red","2,357","2,826,550","513,115","54,546",,,"5,644,766","1,064,225","447,877"
"",$825,"$1,784,633","$316,637","$36,155",,,"$4,747,433","$758,053","$357,995"
"Urchin, white",,,,,,,10,"3,872",
"",,,,,,,$50,"$19,330",
Table 5l (continued) Mollusks:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Chiton, unspecified",95,,,,,,,,4
"",$25,,,,,,,,$11
"Clam, California jackknife",,,,,,,,"1,173",
"",,,,,,,,"$2,550",
"Clam, common littleneck",,,,,,,,46,
"",,,,,,,,$46,
"Clam, rosy razor",,,,,,,,8,
"",,,,,,,,$17,
"Limpet, unspecified",,,,,,,,"1,205",20
"",,,,,,,,"$7,230",$10
"Mollusk, unspecified",28,,,,,,,450,
"",$11,,,,,,,$180,
Mussel,,,,,,,450,"8,614",
"",,,,,,,$356,"$6,811",
"Octopus, unspecified","14,178","6,198",627,"2,573",926,109,518,"1,743",15
"","$6,644","$2,346",$306,"$1,885",$856,$97,$535,"$1,832",$16
"Oyster, eastern",,,,,,,,145,
"",,,,,,,,$870,
Sea hare,,,,95,,"1,360",,"6,264","1,553"
"",,,,"$2,850",,"$8,160",,"$37,648","$9,318"
Sea slug,,,,,,,,120,480
"",,,,,,,,"$1,300","$2,880"
"Snail, bubble",,,,,,,,575,300
"",,,,,,,,"$5,750","$1,800"
"Snail, sea",,,,,,233,,"3,286","2,669"
"",,,,,,$175,,"$1,349","$1,031"
"Snail, top",,,,,,,"23,027",398,"63,532"
"",,,,,,,"$6,617",$167,"$31,511"
"Snails, moon",,,,,,,,38,
"",,,,,,,,$19,
"Squid, jumbo","29,979","4,604",88,"15,466","185,026","3,633",,,55
"","$12,068","$1,842",$308,"$2,500","$52,156",$926,,,$15
"Squid, market",53,51,891,"30,286",,8,"5,843,491","501,750","4,974"
"",$21,$13,$446,"$15,143",,$1,"$1,482,911","$130,984","$1,555"
"Whelk, Kellet's",,,,,,"1,412","14,017","13,736",534
"",,,,,,$743,"$6,434","$6,766",$263
Table 5l (continued) Plants:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Algae, marine",,,,,,,,25,
"",,,,,,,,$253,
Kelp,,,,,,,,"1,718",
"",,,,,,,,"$3,209",
"",,,,,,,,,
"",,,,,,,,,
Miscellaneous:,,,,,,,,,
"Invertebrates, colonial",,,,,,,,"1,110",
"",,,,,,,,"$2,877",
Tunicates,,,,,,,,145,
"",,,,,,,,$340,
"Worms, marine",,,,,,,,"2,709",
"",,,,,,,,"$1,280",
Unspecified species,490,,49,468,"1,503",,422,"3,199",
"",$229,,$53,$502,$207,,"$1,373","$1,827",
"",,,,,,,,,
Total pounds,"36,325,237","9,531,024","4,666,454","15,018,161","35,375,863","6,196,066","21,138,462","148,642,173","5,286,881"
Total ex-vessel value (dollars),"$21,234,400","$6,232,074","$5,559,944","$12,300,308","$6,894,381","$6,405,571","$14,669,121","$28,041,717","$5,738,795"
Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Anchovy, northern",,,"2,983","99,697","3,291,385","4,459","4,864,347","3,150,550","4,120"
"",,,"$1,642","$13,015","$421,318",$892,"$323,755","$239,527",$665
"Barracuda, California",331,,,264,139,18,"2,532","180,640","18,803"
"",$397,,,$108,$113,$8,"$2,460","$96,763","$24,329"
"Bass, giant sea",,,,,,40,"2,437","1,901",640
"",,,,,,$80,"$4,709","$2,838","$1,189"
"Bass, spotted sand",,,,,,,,,24
"",,,,,,,,,$42
Blacksmith,,,,,,,,256,
"",,,,,,,,$372,
"Bonito, Pacific",,,,1,441,,"117,420","72,852",555
"",,,,$0.4,$798,,"$13,224","$14,863",$123
Table 5m (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Butterfish (Pacific pompano),,,,360,307,,830,95,
"",,,,$805,$563,,"$1,147",$95,
Cabezon,"13,933","67,440","9,492","1,862","23,326","127,337","30,912",360,45
"","$29,196","$221,214","$28,500","$4,125","$81,573","$509,909","$139,849",$485,$107
"Cabrilla, spotted",,,,,,,,3,
"",,,,,,,,$5,
"Cod, Pacific",49,,,,,,,,
"",$22,,,,,,,,
"Corvina, shortfin",,,,58,,,,,
"",,,,$58,,,,,
"Croaker, unspecified",,,,528,,,65,,
"",,,,$189,,,$49,,
"Croaker, white",,,232,"29,963","55,496",,"3,622","113,342",507
"",,,$186,"$22,196","$7,881",,"$2,661","$100,645",$634
"Croaker, yellowfin",,,,,,,,,755
"",,,,,,,,,$378
Dolphin (fish),,,,,"6,700","1,818",483,"22,466","4,329"
"",,,,,"$5,643","$1,808",$362,"$32,594","$7,417"
Eel,,,,,,6,,,
"",,,,,,$12,,,
"Eel, California moray",,,,,,4,,487,90
"",,,,,,$27,,"$3,284",$630
"Eel, wolf (wolf-eel)",,,,,4,,,,
"",,,,,$2,,,,
Escolar,,,,,310,,,753,"2,753"
"",,,,,$465,,,$753,"$3,236"
"Fish, unspecified",98,,18,37,18,147,834,18,42
"",$34,,$19,$31,$55,$163,$826,$90,$63
"Flounder, arrowtooth","90,662","1,175",220,"2,289",154,,,,
"","$9,164",$119,$22,$971,$15,,,,
"Flounder, starry","18,970",59,"2,633","46,683","6,884","1,234",,,
"","$7,702",$24,"$1,110","$21,015","$3,864","$2,041",,,
"Flounder, unspecified",,,141,"24,091","3,380","1,695",7,39,19
"",,,$56,"$11,464","$2,081","$1,229",$6,$93,$28
Flyingfish,,,,147,110,,,,
"",,,,$118,$44,,,,
"Goby, yellowfin",,,143,148,,,,,
"",,,$625,$320,,,,,
Table 5m (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Greenling, kelp","8,433","13,269","1,787",231,"3,810","3,229",16,151,
"","$30,560","$52,288","$5,024",$329,"$17,726","$16,876",$79,$227,
Grenadiers,"226,662","96,290","15,460","11,480","313,742","28,915",,,
"","$24,071","$10,120","$1,729","$1,283","$45,187","$3,163",,,
Grouper,,,2,,,,,,
"",,,$4,,,,,,
"Guitarfish, shovelnose",,,,,,231,"22,071","14,512",540
"",,,,,,$101,"$12,933","$4,608",$189
Hagfish,,,,,,,,206,
"",,,,,,,,$117,
Halfmoon,,,,,,,28,9,
"",,,,,,,$27,$9,
"Halibut, California","6,509",,"17,995","455,334","199,387","77,533","297,837","219,037","40,996"
"","$13,027",,"$38,999","$1,072,282","$379,122","$189,538","$815,214","$675,240","$114,893"
"Halibut, Pacific",826,"3,110",,,,,,75,
"","$1,659","$6,782",,,,,,$207,
"Halibut, unspecified",,,45,"26,064",790,,"12,172",,50
"",,,$101,"$65,117","$1,580",,"$28,966",,$150
Herring roe on kelp,,,,"86,695",,,,,
"",,,,"$152,732",,,,,
"Herring, roe","38,388",,"104,295","4,881,964",,,,,
"","$10,699",,"$39,145","$1,912,430",,,,,
"Herring, round",,,,,,,,"128,138",
"",,,,,,,,"$5,126",
"Jack, Pacific crevalle",,,,,,,,204,
"",,,,,,,,$140,
Jacksmelt,,,240,118,855,,,"1,325",
"",,,$75,$114,$548,,,"$1,005",
Kahawai,,,,,,,,115,
"",,,,,,,,$57,
"Kelpfish, giant",,,,50,,,,,
"",,,,$5,,,,,
Lingcod,"127,925","67,206","13,248","55,208","27,797","28,562","4,471","1,038",684
"","$96,724","$60,170","$12,498","$50,694","$25,492","$38,454","$7,096","$1,429",$835
"Lizardfish, California",,,,,,,78,32,
"",,,,,,,$155,$13,
Louvar,244,,,210,426,"1,642",642,"1,259","4,086"
"",$361,,,$630,"$1,106","$5,789","$2,513","$4,453","$16,347"
Table 5m (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Mackerel, bullet",,,,,,,,"12,473",
"",,,,,,,,$499,
"Mackerel, jack","1,517",,41,13,"53,308",,402,"2,044,468",125
"",$135,,$24,$5,"$1,747",,$181,"$184,538",$125
"Mackerel, Pacific","5,645",,"1,477",342,"6,033",69,"375,911","18,731,666","31,713"
"",$634,,$368,$131,"$10,214",$28,"$36,046","$1,036,530","$4,564"
"Mackerel, unspecified",692,,,266,,,,,
"",$239,,,$92,,,,,
"Midshipman, plainfin",,,,,,,78,71,
"",,,,,,,$16,$14,
Oilfish,,,,,66,432,,481,278
"",,,,,$99,$648,,$514,$278
Opah,442,,,728,"4,232","5,850","5,186","19,970","108,938"
"",$209,,,$466,"$1,798","$2,730","$2,744","$9,685","$48,920"
Opaleye,,,,,,9,43,887,
"",,,,,,$7,$86,"$1,111",
"Prickleback, monkeyface",31,,,10,60,70,,,
"",$54,,,$29,$218,$211,,,
Queenfish,,,,,338,,,61,
"",,,,,$101,,,$18,
"Ratfish, spotted",6,,409,,,,,50,
"",$12,,$151,,,,,$10,
"Ray, bat","2,057",,,,,,15,133,
"",$729,,,,,,$45,$33,
"Ray, Pacific electric",,,,,,10,962,210,
"",,,,,,$26,"$2,435",$695,
"Ray, unspecified",,,,141,,,,63,
"",,,,$141,,,,$61,
Sablefish,"1,808,911","896,817","206,036","294,944","726,824","189,201","29,108","150,822","33,827"
"","$1,754,476","$866,413","$207,470","$273,608","$682,554","$129,888","$37,115","$235,274","$85,472"
Salmon,163,,284,160,"8,896",,,,
"",$530,,$626,$600,"$23,278",,,,
"Salmon, Chinook","35,882","84,453","619,600","1,999,704","1,073,630","26,665","2,728",87,
"","$83,643","$185,558","$1,209,806","$3,990,978","$1,873,068","$72,133","$7,196",$151,
